"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"United States","722511","Full-service restaurants","Partnerships","Establishments with 500 to 999 employees","2018","5","86,438","22,980","3,891"
"United States","722511","Full-service restaurants","Non-profit","All establishments","2018","214","59,256","13,391","2,844"
"United States","722511","Full-service restaurants","Non-profit","Establishments with less than 5 employees","2018","99","6,842","851","146"
"United States","722511","Full-service restaurants","Non-profit","Establishments with 5 to 9 employees","2018","37","4,234","887","238"
"United States","722511","Full-service restaurants","Non-profit","Establishments with 10 to 19 employees","2018","35","6,914","1,574","486"
"United States","722511","Full-service restaurants","Non-profit","Establishments with 20 to 49 employees","2018","34","20,994","4,875","1,053"
"United States","722511","Full-service restaurants","Non-profit","Establishments with 50 to 99 employees","2018","7","7,167","1,881","459"
"United States","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2018","173","184,953","40,509","7,120"
"United States","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with less than 5 employees","2018","39","4,077","264","43"
"United States","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 5 to 9 employees","2018","12","2,555","461","75"
"United States","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 10 to 19 employees","2018","9","3,615","538","131"
"United States","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 20 to 49 employees","2018","50","39,133","9,713","1,846"
"United States","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 50 to 99 employees","2018","55","97,549","22,645","4,044"
"United States","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 100 to 249 employees","2018","8","38,024","6,888","981"
"Alabama","722511","Full-service restaurants","All establishments","All establishments","2018","2,824","1,125,646","267,392","68,399"
"Alabama","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2018","640","41,497","4,320","1,007"
"Alabama","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2018","420","44,578","10,941","2,880"
"Alabama","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2018","573","129,110","31,746","8,162"
"Alabama","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2018","783","386,501","93,106","24,504"
"Alabama","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2018","338","376,305","91,881","23,261"
"Alabama","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2018","69","144,858","34,663","8,316"
"Alabama","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2018","741","417,443","102,558","27,291"
"Alabama","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2018","81","6,108","770","142"
"Alabama","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2018","64","5,746","1,428","444"
"Alabama","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2018","132","25,803","6,611","1,994"
"Alabama","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2018","266","107,223","26,427","8,426"
"Alabama","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2018","149","170,066","42,537","10,543"
"Alabama","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2018","49","102,497","24,785","5,742"
"Alabama","722511","Full-service restaurants","S-corporations ","All establishments","2018","961","381,382","89,659","20,959"
"Alabama","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2018","150","11,274","1,210","229"
"Alabama","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2018","181","22,643","5,469","1,247"
"Alabama","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2018","244","63,582","15,324","3,437"
"Alabama","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2018","302","170,048","40,515","9,451"
"Alabama","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2018","72","84,416","20,020","4,837"
"Alabama","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2018","11","26,622","6,386","1,489"
"Alabama","722511","Full-service restaurants","Individual proprietorships","All establishments","2018","474","71,051","16,385","4,821"
"Alabama","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2018","236","8,146","1,359","406"
"Alabama","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2018","97","8,106","2,134","643"
"Alabama","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2018","81","14,275","3,495","1,094"
"Alabama","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2018","40","20,658","4,470","1,213"
"Alabama","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2018","19","18,915","4,836","1,366"
"Alabama","722511","Full-service restaurants","Partnerships","All establishments","2018","644","252,012","57,949","15,182"
"Alabama","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2018","171","15,763","981","230"
"Alabama","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2018","78","8,083","1,910","546"
"Alabama","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2018","116","25,450","6,316","1,637"
"Alabama","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2018","175","88,572","21,694","5,414"
"Alabama","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2018","96","99,356","23,647","6,369"
"Alabama","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2018","8","14,788","3,401","986"
"Alabama","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2018","3","3,565","841","146"
"Alaska","722511","Full-service restaurants","All establishments","All establishments","2018","576","236,331","49,032","8,623"
"Alaska","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2018","206","20,351","1,417","312"
"Alaska","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2018","113","19,373","3,965","768"
"Alaska","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2018","117","37,419","8,296","1,601"
"Alaska","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2018","104","83,032","18,472","3,069"
"Alaska","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2018","29","47,860","10,830","1,953"
"Alaska","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2018","7","28,296","6,052","920"
"Alaska","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2018","56","31,264","6,310","1,109"
"Alaska","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2018","20","2,822","136","31"
"Alaska","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2018","10","2,487","353","77"
"Alaska","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2018","10","2,613","692","127"
"Alaska","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2018","8","6,363","1,400","224"
"Alaska","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2018","6","11,242","2,515","430"
"Alaska","722511","Full-service restaurants","S-corporations ","All establishments","2018","260","134,721","27,431","4,697"
"Alaska","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2018","66","10,270","460","94"
"Alaska","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2018","50","9,592","1,990","347"
"Alaska","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2018","60","20,990","4,607","821"
"Alaska","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2018","66","52,761","11,358","1,943"
"Alaska","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2018","15","26,383","5,976","1,043"
"Alaska","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2018","3","14,725","3,040","449"
"Alaska","722511","Full-service restaurants","Individual proprietorships","All establishments","2018","136","20,580","4,172","930"
"Alaska","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2018","71","4,349","495","114"
"Alaska","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2018","32","4,347","952","210"
"Alaska","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2018","24","5,449","1,285","330"
"Alaska","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2018","8","5,269","1,185","223"
"Alaska","722511","Full-service restaurants","Partnerships","All establishments","2018","123","49,651","11,088","1,876"
"Alaska","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2018","49","2,910","326","73"
"Alaska","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2018","21","2,947","670","134"
"Alaska","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2018","22","8,252","1,681","312"
"Alaska","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2018","22","18,639","4,529","679"
"Alaska","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2018","7","9,069","2,084","427"
"Arizona","722511","Full-service restaurants","All establishments","All establishments","2018","4,309","2,340,988","595,779","115,346"
"Arizona","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2018","830","63,007","6,362","1,338"
"Arizona","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2018","647","81,732","20,491","4,451"
"Arizona","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2018","860","227,883","58,516","12,213"
"Arizona","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2018","1,233","762,415","199,021","39,705"
"Arizona","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2018","601","814,354","213,298","39,325"
"Arizona","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2018","136","379,611","94,887","17,792"
"Arizona","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2018","771","733,390","190,423","35,463"
"Arizona","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2018","73","4,281","665","132"
"Arizona","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2018","59","7,383","1,830","416"
"Arizona","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2018","100","28,546","7,557","1,424"
"Arizona","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2018","220","157,555","41,757","7,837"
"Arizona","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2018","246","337,451","88,894","15,959"
"Arizona","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2018","73","198,174","49,720","9,695"
"Arizona","722511","Full-service restaurants","S-corporations ","All establishments","2018","1,724","769,221","191,502","37,703"
"Arizona","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2018","288","22,646","2,861","534"
"Arizona","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2018","311","43,407","10,460","2,160"
"Arizona","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2018","436","121,492","30,662","6,221"
"Arizona","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2018","533","316,524","80,489","16,349"
"Arizona","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2018","127","186,525","47,360","8,545"
"Arizona","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2018","29","78,627","19,670","3,894"
"Arizona","722511","Full-service restaurants","Individual proprietorships","All establishments","2018","551","143,802","37,563","7,960"
"Arizona","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2018","230","10,689","1,576","378"
"Arizona","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2018","113","11,828","3,010","760"
"Arizona","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2018","91","17,909","4,746","1,249"
"Arizona","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2018","79","41,361","10,893","2,493"
"Arizona","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2018","33","45,569","12,221","2,314"
"Arizona","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2018","4","11,704","3,890","530"
"Arizona","722511","Full-service restaurants","Partnerships","All establishments","2018","1,252","675,531","174,220","33,850"
"Arizona","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2018","236","25,197","1,246","290"
"Arizona","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2018","163","18,878","5,118","1,105"
"Arizona","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2018","233","59,936","15,551","3,319"
"Arizona","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2018","397","244,461","65,279","12,903"
"Arizona","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2018","193","242,133","64,173","12,378"
"Arizona","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2018","29","77,682","20,876","3,569"
"Arizona","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2018","9","18,559","1,953","334"
"Arizona","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 20 to 49 employees","2018","3","2,085","499","91"
"Arkansas","722511","Full-service restaurants","All establishments","All establishments","2018","2,039","654,362","156,911","39,857"
"Arkansas","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2018","495","26,954","2,868","736"
"Arkansas","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2018","372","37,720","9,245","2,592"
"Arkansas","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2018","470","98,973","24,280","6,555"
"Arkansas","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2018","501","241,022","58,785","15,190"
"Arkansas","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2018","171","191,798","47,908","11,147"
"Arkansas","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2018","30","57,895","13,825","3,637"
"Arkansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2018","431","200,355","48,702","12,146"
"Arkansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2018","71","4,728","582","112"
"Arkansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2018","54","5,751","1,532","386"
"Arkansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2018","94","19,453","4,655","1,380"
"Arkansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2018","135","63,308","15,530","4,195"
"Arkansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2018","60","73,445","18,384","4,097"
"Arkansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2018","17","33,670","8,019","1,976"
"Arkansas","722511","Full-service restaurants","S-corporations ","All establishments","2018","858","277,211","66,989","16,516"
"Arkansas","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2018","139","7,720","1,158","232"
"Arkansas","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2018","149","17,808","4,262","1,060"
"Arkansas","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2018","246","58,152","14,216","3,391"
"Arkansas","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2018","268","129,616","31,835","7,992"
"Arkansas","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2018","48","49,144","11,852","2,863"
"Arkansas","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2018","8","14,771","3,666","978"
"Arkansas","722511","Full-service restaurants","Individual proprietorships","All establishments","2018","366","43,105","10,164","3,285"
"Arkansas","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2018","167","5,388","743","275"
"Arkansas","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2018","101","7,744","1,978","685"
"Arkansas","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2018","62","8,310","2,152","798"
"Arkansas","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2018","26","9,898","2,216","739"
"Arkansas","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2018","10","11,765","3,075","788"
"Arkansas","722511","Full-service restaurants","Partnerships","All establishments","2018","373","128,532","29,908","7,646"
"Arkansas","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2018","116","9,063","376","116"
"Arkansas","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2018","66","5,519","1,397","448"
"Arkansas","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2018","65","12,558","3,143","952"
"Arkansas","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2018","70","37,010","8,926","2,189"
"Arkansas","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2018","51","54,928","13,926","3,258"
"Arkansas","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2018","5","9,454","2,140","683"
"Arkansas","722511","Full-service restaurants","Non-profit","All establishments","2018","9","4,695","1,035","233"
"Arkansas","722511","Full-service restaurants","Non-profit","Establishments with 10 to 19 employees","2018","3","500","114","34"
"California","722511","Full-service restaurants","All establishments","All establishments","2018","31,770","16,026,293","3,824,286","673,325"
"California","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2018","8,353","626,015","60,689","12,926"
"California","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2018","5,622","761,881","184,202","38,586"
"California","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2018","6,900","2,048,810","502,422","96,293"
"California","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2018","7,337","5,336,303","1,312,165","229,819"
"California","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2018","2,844","4,582,247","1,120,241","188,816"
"California","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2018","684","2,416,937","581,245","95,657"
"California","722511","Full-service restaurants","All establishments","Establishments with 250 to 499 employees","2018","27","194,856","48,288","8,659"
"California","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2018","6,409","4,506,111","1,090,846","188,384"
"California","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2018","1,393","111,330","9,864","1,840"
"California","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2018","997","143,347","35,226","6,876"
"California","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2018","1,244","393,898","96,083","17,476"
"California","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2018","1,546","1,165,938","293,144","50,246"
"California","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2018","898","1,461,490","361,790","61,771"
"California","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2018","323","1,150,153","274,106","46,724"
"California","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2018","7","49,480","13,565","2,142"
"California","722511","Full-service restaurants","S-corporations ","All establishments","2018","13,094","6,451,053","1,533,328","270,448"
"California","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2018","2,472","221,335","19,698","3,695"
"California","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2018","2,251","329,790","80,451","15,678"
"California","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2018","3,451","1,090,192","264,218","48,730"
"California","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2018","3,801","2,742,580","667,368","117,039"
"California","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2018","969","1,516,332","366,815","62,227"
"California","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2018","141","493,695","120,628","19,972"
"California","722511","Full-service restaurants","S-corporations ","Establishments with 250 to 499 employees","2018","8","47,158","10,786","2,411"
"California","722511","Full-service restaurants","Individual proprietorships","All establishments","2018","6,163","1,027,626","249,036","52,868"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2018","2,972","118,663","21,317","5,426"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2018","1,524","169,532","41,894","10,187"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2018","1,088","256,278","65,025","14,372"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2018","464","248,383","61,869","12,686"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2018","93","148,942","37,359","6,772"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2018","19","64,377","15,900","2,480"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with 250 to 499 employees","2018","3","21,451","5,672","945"
"California","722511","Full-service restaurants","Partnerships","All establishments","2018","6,074","4,035,322","949,608","161,346"
"California","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2018","1,501","174,072","9,666","1,941"
"California","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2018","845","118,749","26,522","5,813"
"California","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2018","1,113","307,375","76,859","15,658"
"California","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2018","1,520","1,175,366","288,806","49,682"
