"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS Code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"Alabama","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2021","572","366,842","80,943","16,854"
"Alabama","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2021","72","9,264","678","107"
"Alabama","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2021","59","7,843","1,896","382"
"Alabama","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2021","168","52,906","13,430","2,641"
"Alabama","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2021","157","100,399","21,991","4,727"
"Alabama","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2021","102","162,732","35,671","7,352"
"Alabama","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2021","14","33,698","7,277","1,645"
"Alabama","722511","Full-service restaurants","S-corporations","All establishments","2021","1,017","451,355","97,269","19,709"
"Alabama","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2021","189","14,809","2,112","328"
"Alabama","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2021","190","33,944","7,525","1,332"
"Alabama","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2021","271","85,665","19,052","3,727"
"Alabama","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2021","295","205,845","44,591","8,974"
"Alabama","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2021","64","88,808","19,437","4,224"
"Alabama","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2021","7","17,937","3,656","858"
"Alabama","722511","Full-service restaurants","Individual proprietorships","All establishments","2021","508","95,145","21,497","6,204"
"Alabama","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2021","191","6,927","1,111","324"
"Alabama","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2021","98","10,819","2,459","653"
"Alabama","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2021","110","23,735","5,476","1,622"
"Alabama","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2021","99","42,088","10,097","2,974"
"Alabama","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2021","10","11,576","2,354","631"
"Alabama","722511","Full-service restaurants","Partnerships","All establishments","2021","667","304,218","62,060","13,852"
"Alabama","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2021","182","18,323","1,190","242"
"Alabama","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2021","91","14,927","2,816","619"
"Alabama","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2021","137","41,665","8,743","1,915"
"Alabama","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2021","178","117,482","25,343","5,558"
"Alabama","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2021","72","92,215","20,510","4,588"
"Alabama","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2021","7","19,606","3,458","930"
"Alaska","722511","Full-service restaurants","All establishments","All establishments","2021","528","235,614","41,745","6,953"
"Alaska","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2021","189","19,632","1,932","315"
"Alaska","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2021","107","22,309","4,171","723"
"Alaska","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2021","119","54,749","9,783","1,630"
"Alaska","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2021","93","88,987","16,942","2,718"
"Alaska","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2021","18","37,754","6,886","1,247"
"Alaska","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2021","40","23,741","4,050","675"
"Alaska","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2021","14","2,346","149","26"
"Alaska","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2021","6","1,587","172","38"
"Alaska","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2021","8","2,451","481","92"
"Alaska","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2021","8","8,941","1,838","254"
"Alaska","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2021","4","8,416","1,410","265"
"Alaska","722511","Full-service restaurants","S-corporations","All establishments","2021","259","151,292","26,956","4,344"
"Alaska","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2021","59","9,493","792","112"
"Alaska","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2021","52","13,058","2,306","366"
"Alaska","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2021","77","36,726","6,604","1,065"
"Alaska","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2021","59","59,367","11,118","1,773"
"Alaska","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2021","10","20,465","4,105","708"
"Alaska","722511","Full-service restaurants","Individual proprietorships","All establishments","2021","109","16,317","3,170","596"
"Alaska","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2021","63","3,920","586","104"
"Alaska","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2021","26","3,611","787","171"
"Alaska","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2021","17","6,567","1,350","237"
"Alaska","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2021","3","2,219","447","84"
"Alaska","722511","Full-service restaurants","Partnerships","All establishments","2021","119","44,059","7,522","1,321"
"Alaska","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2021","53","3,873","405","73"
"Alaska","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2021","23","4,053","906","148"
"Alaska","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2021","16","8,800","1,301","219"
"Alaska","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2021","23","18,460","3,539","607"
"Alaska","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2021","4","8,873","1,371","274"
"Arizona","722511","Full-service restaurants","All establishments","All establishments","2021","4,290","2,742,728","586,739","96,562"
"Arizona","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2021","965","97,871","10,267","1,567"
"Arizona","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2021","682","126,857","27,753","4,719"
"Arizona","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2021","926","350,440","77,714","12,916"
"Arizona","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2021","1,225","1,059,746","228,998","38,861"
"Arizona","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2021","422","814,317","176,308","28,501"
"Arizona","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2021","68","273,296","60,816","9,138"
"Arizona","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2021","718","836,530","181,989","28,837"
"Arizona","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2021","80","9,421","931","135"
"Arizona","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2021","57","14,971","3,424","397"
"Arizona","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2021","106","50,425","12,342","1,490"
"Arizona","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2021","257","252,356","54,027","8,923"
"Arizona","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2021","177","336,419","73,595","12,113"
"Arizona","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2021","40","162,846","35,665","5,449"
"Arizona","722511","Full-service restaurants","S-corporations","All establishments","2021","1,843","941,572","202,356","33,495"
"Arizona","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2021","371","38,430","4,813","762"
"Arizona","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2021","371","69,378","15,648","2,571"
"Arizona","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2021","489","183,074","40,338","6,747"
"Arizona","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2021","507","409,827","89,649","15,497"
"Arizona","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2021","89","184,892","39,288","5,869"
"Arizona","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2021","16","55,971","12,620","2,049"
"Arizona","722511","Full-service restaurants","Individual proprietorships","All establishments","2021","505","176,382","39,476","7,413"
"Arizona","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2021","210","10,680","1,480","330"
"Arizona","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2021","96","13,965","3,176","670"
"Arizona","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2021","93","27,946","6,047","1,271"
"Arizona","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2021","75","61,604","13,513","2,461"
"Arizona","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2021","29","47,625","11,262","2,015"
"Arizona","722511","Full-service restaurants","Partnerships","All establishments","2021","1,213","781,900","161,575","26,531"
"Arizona","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2021","301","39,004","3,031","338"
"Arizona","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2021","156","28,329","5,460","1,067"
"Arizona","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2021","237","88,604","18,918","3,392"
"Arizona","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2021","383","333,592","71,281","11,876"
"Arizona","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2021","125","242,345","51,474","8,354"
"Arizona","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2021","11","50,026","11,411","1,504"
"Arizona","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2021","9","5,902","1,262","268"
"Arizona","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with 20 to 49 employees","2021","3","2,367","528","104"
"Arkansas","722511","Full-service restaurants","All establishments","All establishments","2021","1,975","748,610","156,287","34,885"
"Arkansas","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2021","452","30,431","3,375","672"
"Arkansas","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2021","412","57,793","12,211","2,863"
"Arkansas","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2021","496","145,266","31,197","7,018"
"Arkansas","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2021","471","295,834","62,857","13,984"
"Arkansas","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2021","126","177,008","37,526","8,181"
"Arkansas","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2021","18","42,278","9,121","2,167"
"Arkansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2021","349","194,034","41,654","8,981"
"Arkansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2021","68","4,631","651","107"
"Arkansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2021","55","7,939","1,641","374"
"Arkansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2021","75","24,503","5,499","1,122"
"Arkansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2021","86","57,383","12,673","2,660"
"Arkansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2021","60","89,426","18,870","4,164"
"Arkansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2021","5","10,152","2,320","554"
"Arkansas","722511","Full-service restaurants","S-corporations","All establishments","2021","877","337,490","70,051","15,038"
"Arkansas","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2021","132","11,470","1,207","196"
"Arkansas","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2021","185","29,603","6,337","1,321"
"Arkansas","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2021","278","85,674","18,146","3,861"
"Arkansas","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2021","248","158,314","33,292","7,230"
"Arkansas","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2021","27","35,102","7,247","1,613"
"Arkansas","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2021","7","17,327","3,822","817"
"Arkansas","722511","Full-service restaurants","Individual proprietorships","All establishments","2021","367","63,726","13,647","3,832"
"Arkansas","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2021","140","5,120","759","203"
"Arkansas","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2021","97","9,688","2,213","653"
"Arkansas","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2021","68","16,420","3,564","1,018"
"Arkansas","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2021","56","25,925","5,609","1,604"
"Arkansas","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2021","6","6,573","1,502","354"
"Arkansas","722511","Full-service restaurants","Partnerships","All establishments","2021","372","148,383","29,529","6,784"
"Arkansas","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2021","110","8,906","758","166"
"Arkansas","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2021","74","10,447","1,981","508"
"Arkansas","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2021","72","17,848","3,814","983"
"Arkansas","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2021","80","53,387","11,069","2,450"
"Arkansas","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2021","30","42,996","8,928","1,881"
"Arkansas","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2021","6","14,799","2,979","796"
"Arkansas","722511","Full-service restaurants","Non-profit","All establishments","2021","7","4,213","1,321","237"
"Arkansas","722511","Full-service restaurants","Non-profit","Establishments with 50 to 99 employees","2021","3","2,911","979","169"
"Arkansas","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2021","3","764","85","13"
"California","722511","Full-service restaurants","All establishments","All establishments","2021","30,588","15,673,176","2,484,304","459,796"
"California","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2021","10,020","1,075,537","94,587","16,186"
"California","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2021","6,334","1,357,697","234,771","43,061"
"California","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2021","6,895","3,042,648","515,939","95,085"
"California","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2021","5,677","5,749,401","927,842","172,432"
"California","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2021","1,374","3,076,526","484,292","91,386"
"California","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2021","275","1,262,818","206,525","37,269"
"California","722511","Full-service restaurants","All establishments","Establishments with 250 to 499 employees","2021","12","93,920","17,800","3,804"
"California","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2021","6,208","4,328,510","729,942","130,666"
"California","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2021","1,872","212,434","17,822","2,792"
"California","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2021","1,157","263,902","46,494","7,864"
"California","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2021","1,224","575,607","98,361","17,080"
"California","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2021","1,255","1,369,943","228,182","40,770"
"California","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2021","505","1,083,931","184,840","35,064"
"California","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2021","189","752,714","141,935","25,143"
"California","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2021","6","69,979","12,308","1,953"
"California","722511","Full-service restaurants","S-corporations","All establishments","2021","13,772","6,635,016","1,080,442","195,451"
"California","722511","Full-service restaurants","S-corporations","Establishments with less than 5 employees","2021","3,587","422,611","39,494","6,112"
"California","722511","Full-service restaurants","S-corporations","Establishments with 5 to 9 employees","2021","3,076","692,338","121,096","21,057"
"California","722511","Full-service restaurants","S-corporations","Establishments with 10 to 19 employees","2021","3,797","1,689,329","292,043","52,420"
"California","722511","Full-service restaurants","S-corporations","Establishments with 20 to 49 employees","2021","2,842","2,734,599","453,421","83,663"
"California","722511","Full-service restaurants","S-corporations","Establishments with 50 to 99 employees","2021","443","965,429","154,010","28,585"
"California","722511","Full-service restaurants","S-corporations","Establishments with 100 to 249 employees","2021","27","130,710","20,378","3,614"
"California","722511","Full-service restaurants","Individual proprietorships","All establishments","2021","4,954","939,567","153,525","33,425"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2021","2,752","171,616","22,946","4,797"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2021","1,161","180,662","34,577","7,730"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2021","730","250,021","44,848","9,607"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2021","257","206,355","34,376","7,064"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2021","46","85,761","11,210","3,132"
"California","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2021","8","45,152","5,568","1,095"
"California","722511","Full-service restaurants","Partnerships","All establishments","2021","5,622","3,763,666","519,213","100,023"
"California","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2021","1,793","268,410","14,246","2,468"
"California","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2021","933","219,605","32,403","6,360"
"California","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2021","1,138","525,675","80,330","15,902"
"California","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2021","1,320","1,435,759","211,318","40,847"
"California","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2021","380","941,405","134,232","24,605"
"California","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2021","51","334,242","38,644","7,417"
"California","722511","Full-service restaurants","Partnerships","Establishments with 250 to 499 employees","2021","6","23,941","5,492","1,851"
"California","722511","Full-service restaurants","Non-profit","All establishments","2021","20","5,387","1,016","194"
"California","722511","Full-service restaurants","Non-profit","Establishments with less than 5 employees","2021","7","148","24","9"
"California","722511","Full-service restaurants","Non-profit","Establishments with 5 to 9 employees","2021","5","832","143","34"
"California","722511","Full-service restaurants","Non-profit","Establishments with 10 to 19 employees","2021","5","1,662","304","63"
"California","722511","Full-service restaurants","Non-profit","Establishments with 20 to 49 employees","2021","3","2,745","545","88"
"California","722511","Full-service restaurants","Other noncorporate legal forms of organization","All establishments","2021","12","1,030","166","37"
"California","722511","Full-service restaurants","Other noncorporate legal forms of organization","Establishments with less than 5 employees","2021","9","318","55","8"
"Colorado","722511","Full-service restaurants","All establishments","All establishments","2021","5,038","3,003,404","567,057","93,612"
"Colorado","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2021","1,139","120,673","11,399","1,716"
